name,category,calories,protein,carbs,fat,fiber,standardUnit
โดนัทสอดไส้แยมสตรอเบอร์รี่,starch,44.92,0.74,6.23,1.89,0.0,ชิ้น (เล็ก)
โดนัทฮันนี่ดิพ,starch,222.73,3.77,27.55,10.83,0.0,ถ้วยตวง
บะหมี่กึ่งสำเร็จรูป พร้อมเครื่องปรุง ต้ม,starch,56.05,1.86,7.47,2.08,0.0,ถ้วยตวง
บะหมี่กึ่งสำเร็จรูป รสหมูสับ บรรจุในถ้วย,starch,177.58,4.91,23.6,7.06,1.43,ชิ้น (เล็ก)
บะหมี่อบแห้งกึ่งสำเร็จรูป รสต่างๆ,starch,414.51,13.31,78.7,5.16,3.53,ถ้วยตวง
แป้งสาลี โฮลมีล,starch,354.86,14.09,71.47,1.4,9.9,ถ้วยตวง
แป้งสาลีผสม สำหรับชุบทอด,starch,347.06,9.2,77.57,0.0,2.35,ถ้วยตวง
วาฟเฟิล,starch,285.87,5.78,32.66,14.68,0.0,ถ้วยตวง
ข้าวเจ้า ข้าวไรซ์เบอร์รี่ ดิบ,starch,237.99,5.08,52.51,0.85,1.14,ทัพพี
กลอย ดิบ,starch,189.99,7.62,39.58,0.14,0.0,ถ้วยตวง
กลอย แห้ง,starch,472.74,7.75,109.21,0.54,0.0,ถ้วยตวง
เผือก ดิบ,starch,153.37,2.86,35.17,0.14,5.73,ถ้วยตวง
เผือก ต้ม,starch,176.95,2.68,40.61,0.42,4.91,ถ้วยตวง
มันฝรั่ง ดิบ,starch,94.25,3.3,19.67,0.26,7.13,ถ้วยตวง
มันฝรั่ง ต้ม,starch,97.28,2.51,21.52,0.13,0.0,ถ้วยตวง
มันมือเสือ ดิบ,starch,145.52,2.04,32.5,0.82,0.0,ถ้วยตวง
มันสำปะหลัง ดิบ,starch,174.9,1.09,42.02,0.27,2.18,ถ้วยตวง
แป้งมันสำปะหลัง,starch,350.9,0.3,87.2,0.1,0.0,ถ้วยตวง
มันเทศขาว ดิบ,starch,148.38,1.36,34.82,0.41,4.22,ถ้วยตวง
มันเทศขาว ต้ม,starch,202.91,0.82,48.69,0.54,5.71,ถ้วยตวง
มันเทศเหลือง ดิบ,starch,126.89,0.82,30.6,0.14,3.67,ถ้วยตวง
มันเทศเหลือง ต้ม,starch,172.72,1.36,39.98,0.82,4.76,ถ้วยตวง
มันแกว / มันสำเภา ดิบ,starch,39.79,1.03,8.66,0.11,5.36,ถ้วยตวง
สาคู หัว ดิบ,starch,172.18,2.31,40.12,0.27,2.99,ถ้วยตวง
สาคู เม็ดเล็ก ดิบ,starch,776.43,0.45,193.56,0.04,1.97,ถ้วยตวง
สาคู เม็ดเล็ก ต้ม,starch,165.42,0.63,40.72,0.0,0.0,ถ้วยตวง
สาคู เม็ดใหญ่ ดิบ,starch,479.93,0.14,119.78,0.03,1.21,ถ้วยตวง
สาคู เม็ดใหญ่ ต้ม,starch,206.75,0.2,51.45,0.01,0.53,ถ้วยตวง
มันฝรั่ง ทอด (ไม่ใส่เกลือ),starch,195.38,2.32,21.96,10.92,2.01,ถ้วยตวง
บุก ดิบ,starch,88.4,2.12,19.5,0.21,0.0,ถ้วยตวง
แห้ว ดิบ,starch,97.42,1.88,21.57,0.4,2.81,ถ้วยตวง
มันฝรั่ง บด,starch,122.5,2.9,25.34,1.06,0.0,ถ้วยตวง
มันเสา ดิบ,starch,121.04,2.58,27.06,0.27,0.0,ถ้วยตวง
แป้งสาคู,starch,340.5,0.4,84.5,0.1,3.3,ถ้วยตวง
สาคูขาว หัว ดิบ,starch,110.3,2.31,24.34,0.41,2.04,ถ้วยตวง
สาคูแดง หัว ดิบ,starch,129.88,2.04,29.51,0.41,2.31,ถ้วยตวง
มันขี้หนู หัวเล็ก ดิบ,starch,102.54,0.68,23.12,0.82,0.0,ถ้วยตวง
มันขี้หนู หัวใหญ่ ดิบ,starch,111.66,1.5,24.89,0.68,0.0,ถ้วยตวง
รากบัว ดิบ,starch,61.56,0.95,14.44,0.0,1.14,ถ้วยตวง
แป้งท้าวยายม่อม,starch,97.49,0.03,24.35,0.0,0.31,ทัพพี
มันฝรั่ง บด ใส่เนย อบ,starch,272.83,10.33,23.01,15.5,3.68,ถ้วยตวง
แก่นตะวัน ปอกเปลือก ต้ม,starch,102.36,2.36,23.13,0.04,27.41,ถ้วยตวง
แก่นตะวัน ปอกเปลือก ดิบ,starch,111.82,3.07,24.56,0.15,27.87,ถ้วยตวง
เผือก หัวเล็ก นึ่ง,starch,160.46,4.5,34.08,0.68,4.5,ถ้วยตวง
มันเทศ เนื้อสีม่วงแดง / มันต่อเผือก ดิบ,starch,80.35,0.95,18.66,0.21,2.41,ถ้วยตวง
มันเทศ เนื้อสีม่วงแดง / มันต่อเผือก นึ่ง,starch,188.74,2.15,44.73,0.14,5.55,ถ้วยตวง
มันบุก หัว ดิบ,starch,107.56,1.64,24.95,0.14,24.81,ถ้วยตวง
มันฝรั่ง อบกรอบ รสต่างๆ,starch,83.93,0.94,11.99,3.58,0.58,ถ้วยตวง
มันสำปะหลัง ปั้นกลม ปิ้ง / มันทิพย์,starch,360.2,1.2,75.03,6.14,0.0,ถ้วยตวง
มันสำปะหลัง ต้ม,starch,167.82,0.54,40.8,0.27,3.13,ถ้วยตวง
มันฝรั่ง ทอด,starch,216.83,2.51,25.28,11.74,3.24,ถ้วยตวง
เผือก หัวใหญ่ นึ่ง,starch,157.12,3.33,35.68,0.12,3.37,ถ้วยตวง
มันเทศเหลือง นึ่ง,starch,177.48,1.22,42.84,0.14,5.71,ถ้วยตวง
เกาลัดจีน ดิบ,starch,345.42,10.16,70.99,2.31,0.0,ถ้วยตวง
เกาลัดจีน คั่ว,starch,376.99,4.62,82.7,3.08,0.0,ถ้วยตวง
เต้าเจี้ยว ขาว,starch,257.18,24.42,21.56,8.14,21.56,ถ้วยตวง
ถั่วดำ เมล็ดแห้ง ดิบ,starch,164.29,11.78,28.96,0.15,5.4,ทัพพี
ถั่วพู เมล็ดแห้ง ดิบ,starch,479.15,38.58,41.72,17.55,0.0,ถ้วยตวง
ถั่วลิสง เมล็ดสด,starch,651.28,36.53,19.19,47.6,0.0,ถ้วยตวง
ถั่วลิสง คั่ว ไม่รวมเยื่อหุ้มเมล็ด,starch,778.7,37.18,20.02,61.1,10.54,ถ้วยตวง
ถั่วลิสง ตัด / ถั่วตัด,starch,546.1,7.07,100.44,12.9,0.0,ถ้วยตวง
